-0.36460596	-0.42336413	-0.37839574	0.41152978	-0.4577503	-0.40546077	0.44286987	-0.33500794	-0.45789638	-0.49456912	-0.3617821	0.4534561	0.4544933	0.41226476	0.49795702	0.4215687
-0.8115239	-0.9409354	-0.88946384	0.8331986	-0.87121695	-0.8749654	0.86617655	-0.8744025	-0.87902033	-0.9509042	-0.8978969	0.87333715	0.8281551	0.9154343	0.87007856	0.8937237
-0.05525575	-0.14169243	-0.13181438	0.11463467	-0.08258461	-0.085306674	0.07068355	-0.08663068	-0.13550192	-0.14194961	-0.13383377	0.10699442	0.127317	0.091395795	0.09833584	0.0673136
0.4442307	0.48644254	0.51457095	-0.46010074	0.45111465	0.4586454	-0.51573753	0.44419235	0.4373556	0.5107336	0.4913931	-0.523419	-0.52232337	-0.4214816	-0.47625133	-0.45324644
0.17673625	0.21079248	0.268347	-0.24958819	0.2340441	0.27385637	-0.2231169	0.20307294	0.20116611	0.2556426	0.26076224	-0.2760646	-0.19721991	-0.22965021	-0.23224658	-0.22152148
-2.920072	-3.1601465	-3.0208616	3.0407994	-3.161415	-3.0162933	3.0479994	-2.8410685	-3.0550451	-3.2107382	-2.9247098	3.1072028	3.0128345	3.1161213	3.181416	3.0099175
-1.0590913	-1.1759547	-1.0865579	1.1512289	-1.1759561	-1.1396018	1.1077425	-1.0193119	-1.0962772	-1.1385862	-1.1453413	1.1214216	1.0749282	1.1392704	1.1925524	1.1569545
-0.45650503	-0.47796312	-0.51400423	0.47591895	-0.56104577	-0.48856822	0.48734865	-0.512128	-0.47172695	-0.5094143	-0.47579765	0.53843886	0.5106899	0.48950166	0.5440044	0.47131652
-0.13267492	-0.1869173	-0.11145759	0.13421768	-0.24634485	-0.15010458	0.18230745	-0.08992439	-0.12492473	-0.19222818	-0.16381085	0.16168128	0.1311516	0.22378403	0.20647496	0.107143596
1.1081018	1.1830698	1.1699922	-1.1784085	1.2218949	1.2266464	-1.1598179	1.1722252	1.1414568	1.1913583	1.175617	-1.250126	-1.2452478	-1.1704066	-1.2746276	-1.1398458
-0.14201662	-0.06686168	-0.07120244	0.13697803	-0.116924256	-0.10642719	0.124776535	-0.07820021	-0.1247309	-0.14263073	-0.09626699	0.118307605	0.124018125	0.08345768	0.06793352	0.10263958
0.24507642	0.15780541	0.25190136	-0.20594501	0.21462904	0.1809221	-0.18350662	0.15521902	0.20214094	0.22493304	0.16068737	-0.1675362	-0.2360847	-0.14739963	-0.2105803	-0.15988156
0.3165404	0.32103077	0.42212293	-0.41123506	0.3718871	0.40270528	-0.37357804	0.39474043	0.3928133	0.41696578	0.42184722	-0.41602898	-0.402133	-0.3474807	-0.35841423	-0.34296176
-0.15421987	-0.14868441	-0.16903333	0.20955016	-0.16720659	-0.18345703	0.18102859	-0.14458139	-0.15865573	-0.16798533	-0.19749136	0.18652143	0.11476149	0.20423274	0.20963581	0.117166504
1.0010562	1.103902	1.0424116	-1.038861	1.0484815	1.0044826	-1.0931839	0.96931434	1.0895687	1.0987982	1.0610452	-1.0481256	-0.9959358	-1.1122073	-1.0561033	-1.0786648
-0.8689854	-1.1004883	-0.97249377	0.9634904	-1.1536115	-0.952706	0.9377834	-0.8574669	-1.028176	-1.064555	-0.96492285	1.0593876	0.9188414	1.0797787	1.128743	0.9732231
0.515119	0.49982902	0.5106952	-0.5145323	0.5088405	0.5541032	-0.5880974	0.50919646	0.493618	0.56316364	0.5516779	-0.5768054	-0.48872274	-0.5476533	-0.5567318	-0.56616914
0.09950421	0.09126104	0.0931915	-0.06207218	0.063261546	0.12423423	-0.09919464	0.04320835	0.08491115	0.058819737	0.08425475	-0.11623619	-0.03676509	-0.04056717	-0.13118531	-0.11144958
